state,state_long,county,fips_state,fips_county
al,alabama,autauga,1,1
al,alabama,baldwin,1,3
al,alabama,barbour,1,5
al,alabama,bibb,1,7
al,alabama,blount,1,9
al,alabama,bullock,1,11
al,alabama,butler,1,13
al,alabama,calhoun,1,15
al,alabama,chambers,1,17
al,alabama,cherokee,1,19
al,alabama,chilton,1,21
al,alabama,choctaw,1,23
al,alabama,clarke,1,25
al,alabama,clay,1,27
al,alabama,cleburne,1,29
al,alabama,coffee,1,31
al,alabama,colbert,1,33
al,alabama,conecuh,1,35
al,alabama,coosa,1,37
al,alabama,covington,1,39
al,alabama,crenshaw,1,41
al,alabama,cullman,1,43
al,alabama,dale,1,45
al,alabama,dallas,1,47
al,alabama,de kalb,1,49
al,alabama,elmore,1,51
al,alabama,escambia,1,53
al,alabama,etowah,1,55
al,alabama,fayette,1,57
al,alabama,franklin,1,59
al,alabama,geneva,1,61
al,alabama,greene,1,63
al,alabama,hale,1,65
al,alabama,henry,1,67
al,alabama,houston,1,69
al,alabama,jackson,1,71
al,alabama,jefferson,1,73
al,alabama,lamar,1,75
al,alabama,lauderdale,1,77
al,alabama,lawrence,1,79
al,alabama,lee,1,81
al,alabama,limestone,1,83
al,alabama,lowndes,1,85
al,alabama,macon,1,87
al,alabama,madison,1,89
al,alabama,marengo,1,91
al,alabama,marion,1,93
al,alabama,marshall,1,95
al,alabama,mobile,1,97
al,alabama,monroe,1,99
al,alabama,montgomery,1,101
al,alabama,morgan,1,103
al,alabama,perry,1,105
al,alabama,pickens,1,107
al,alabama,pike,1,109
al,alabama,randolph,1,111
al,alabama,russell,1,113
al,alabama,st clair,1,115
al,alabama,shelby,1,117
al,alabama,sumter,1,119
al,alabama,talladega,1,121
al,alabama,tallapoosa,1,123
al,alabama,tuscaloosa,1,125
al,alabama,walker,1,127
al,alabama,washington,1,129
al,alabama,wilcox,1,131
al,alabama,winston,1,133
ak,alaska,aleutians east,2,13
ak,alaska,aleutians west,2,16
ak,alaska,anchorage,2,20
ak,alaska,bethel,2,50
ak,alaska,bristol bay,2,60
ak,alaska,denali,2,68
ak,alaska,dillingham,2,70
ak,alaska,fairbanks north star,2,90
ak,alaska,haines,2,100
ak,alaska,juneau,2,110
ak,alaska,kenai peninsula,2,122
ak,alaska,ketchikan gateway,2,130
ak,alaska,kodiak island,2,150
ak,alaska,lake and peninsula,2,164
ak,alaska,matanuska susitna,2,170
ak,alaska,nome,2,180
ak,alaska,north slope,2,185
ak,alaska,northwest arctic,2,188
ak,alaska,prince wales ketchikan,2,201
ak,alaska,sitka,2,220
ak,alaska,skagway hoonah angoon,2,232
ak,alaska,southeast fairbanks,2,240
ak,alaska,valdez cordova,2,261
ak,alaska,wade hampton,2,270
ak,alaska,wrangell petersburg,2,280
ak,alaska,yakutat,2,282
ak,alaska,yukon koyukuk,2,290
az,arizona,apache,4,1
az,arizona,cochise,4,3
az,arizona,coconino,4,5
az,arizona,gila,4,7
az,arizona,graham,4,9
az,arizona,greenlee,4,11
az,arizona,la paz,4,12
az,arizona,maricopa,4,13
az,arizona,mohave,4,15
az,arizona,navajo,4,17
az,arizona,pima,4,19
az,arizona,pinal,4,21
az,arizona,santa cruz,4,23
az,arizona,yavapai,4,25
az,arizona,yuma,4,27
ar,arkansas,arkansas,5,1
ar,arkansas,ashley,5,3
ar,arkansas,baxter,5,5
ar,arkansas,benton,5,7
ar,arkansas,boone,5,9
ar,arkansas,bradley,5,11
ar,arkansas,calhoun,5,13
ar,arkansas,carroll,5,15
ar,arkansas,chicot,5,17
ar,arkansas,clark,5,19
ar,arkansas,clay,5,21
ar,arkansas,cleburne,5,23
ar,arkansas,cleveland,5,25
ar,arkansas,columbia,5,27
ar,arkansas,conway,5,29
ar,arkansas,craighead,5,31
ar,arkansas,crawford,5,33
ar,arkansas,crittenden,5,35
ar,arkansas,cross,5,37
ar,arkansas,dallas,5,39
ar,arkansas,desha,5,41
ar,arkansas,drew,5,43
ar,arkansas,faulkner,5,45
ar,arkansas,franklin,5,47
ar,arkansas,fulton,5,49
ar,arkansas,garland,5,51
ar,arkansas,grant,5,53
ar,arkansas,greene,5,55
ar,arkansas,hempstead,5,57
ar,arkansas,hot spring,5,59
ar,arkansas,howard,5,61
ar,arkansas,independence,5,63
ar,arkansas,izard,5,65
ar,arkansas,jackson,5,67
ar,arkansas,jefferson,5,69
ar,arkansas,johnson,5,71
ar,arkansas,lafayette,5,73
ar,arkansas,lawrence,5,75
ar,arkansas,lee,5,77
ar,arkansas,lincoln,5,79
ar,arkansas,little river,5,81
ar,arkansas,logan,5,83
ar,arkansas,lonoke,5,85
ar,arkansas,madison,5,87
ar,arkansas,marion,5,89
ar,arkansas,miller,5,91
ar,arkansas,mississippi,5,93
ar,arkansas,monroe,5,95
ar,arkansas,nevada,5,99
ar,arkansas,newton,5,101
ar,arkansas,ouachita,5,103
ar,arkansas,perry,5,105
ar,arkansas,phillips,5,107
ar,arkansas,pike,5,109
ar,arkansas,poinsett,5,111
ar,arkansas,polk,5,113
ar,arkansas,pope,5,115
ar,arkansas,prairie,5,117
ar,arkansas,pulaski,5,119
ar,arkansas,randolph,5,121
ar,arkansas,st francis,5,123
ar,arkansas,saline,5,125
ar,arkansas,scott,5,127
ar,arkansas,searcy,5,129
ar,arkansas,sebastian,5,131
ar,arkansas,sevier,5,133
ar,arkansas,sharp,5,135
ar,arkansas,stone,5,137
ar,arkansas,union,5,139
ar,arkansas,van buren,5,141
ar,arkansas,washington,5,143
ar,arkansas,white,5,145
ar,arkansas,woodruff,5,147
ar,arkansas,yell,5,149
ca,california,alameda,6,1
ca,california,alpine,6,3
ca,california,amador,6,5
ca,california,butte,6,7
ca,california,calaveras,6,9
ca,california,colusa,6,11
ca,california,contra costa,6,13
ca,california,del norte,6,15
ca,california,el dorado,6,17
ca,california,fresno,6,19
ca,california,glenn,6,21
ca,california,humboldt,6,23
ca,california,imperial,6,25
ca,california,inyo,6,27
ca,california,kern,6,29
ca,california,kings,6,31
ca,california,lake,6,33
ca,california,lassen,6,35
ca,california,los angeles,6,37
ca,california,madera,6,39
ca,california,marin,6,41
ca,california,mariposa,6,43
ca,california,mendocino,6,45
ca,california,merced,6,47
ca,california,modoc,6,49
ca,california,mono,6,51
ca,california,monterey,6,53
ca,california,napa,6,55
ca,california,nevada,6,57
ca,california,orange,6,59
ca,california,placer,6,61
ca,california,plumas,6,63
ca,california,riverside,6,65
ca,california,sacramento,6,67
ca,california,san benito,6,69
ca,california,san bernardino,6,71
ca,california,san diego,6,73
ca,california,san francisco,6,75
ca,california,san joaquin,6,77
ca,california,san luis obispo,6,79
ca,california,san mateo,6,81
ca,california,santa barbara,6,83
ca,california,santa clara,6,85
ca,california,santa cruz,6,87
ca,california,shasta,6,89
ca,california,sierra,6,91
ca,california,siskiyou,6,93
ca,california,solano,6,95
ca,california,sonoma,6,97
ca,california,stanislaus,6,99
ca,california,sutter,6,101
ca,california,tehama,6,103
ca,california,trinity,6,105
ca,california,tulare,6,107
ca,california,tuolumne,6,109
ca,california,ventura,6,111
ca,california,yolo,6,113
ca,california,yuba,6,115
co,colorado,adams,8,1
co,colorado,alamosa,8,3
co,colorado,arapahoe,8,5
co,colorado,archuleta,8,7
co,colorado,baca,8,9
co,colorado,bent,8,11
co,colorado,boulder,8,13
co,colorado,broomfield,8,14
co,colorado,chaffee,8,15
co,colorado,cheyenne,8,17
co,colorado,clear creek,8,19
co,colorado,conejos,8,21
co,colorado,costilla,8,23
co,colorado,crowley,8,25
co,colorado,custer,8,27
co,colorado,delta,8,29
co,colorado,denver,8,31
co,colorado,dolores,8,33
co,colorado,douglas,8,35
co,colorado,eagle,8,37
co,colorado,elbert,8,39
co,colorado,el paso,8,41
co,colorado,fremont,8,43
co,colorado,garfield,8,45
co,colorado,gilpin,8,47
co,colorado,grand,8,49
co,colorado,gunnison,8,51
co,colorado,hinsdale,8,53
co,colorado,huerfano,8,55
co,colorado,jackson,8,57
co,colorado,jefferson,8,59
co,colorado,kiowa,8,61
co,colorado,kit carson,8,63
co,colorado,lake,8,65
co,colorado,la plata,8,67
co,colorado,larimer,8,69
co,colorado,las animas,8,71
co,colorado,lincoln,8,73
co,colorado,logan,8,75
co,colorado,mesa,8,77
co,colorado,mineral,8,79
co,colorado,moffat,8,81
co,colorado,montezuma,8,83
co,colorado,montrose,8,85
co,colorado,morgan,8,87
co,colorado,otero,8,89
co,colorado,ouray,8,91
co,colorado,park,8,93
co,colorado,phillips,8,95
co,colorado,pitkin,8,97
co,colorado,prowers,8,99
co,colorado,pueblo,8,101
co,colorado,rio blanco,8,103
co,colorado,rio grande,8,105
co,colorado,routt,8,107
co,colorado,saguache,8,109
co,colorado,san juan,8,111
co,colorado,san miguel,8,113
co,colorado,sedgwick,8,115
co,colorado,summit,8,117
co,colorado,teller,8,119
co,colorado,washington,8,121
co,colorado,weld,8,123
co,colorado,yuma,8,125
ct,connecticut,fairfield,9,1
ct,connecticut,hartford,9,3
ct,connecticut,litchfield,9,5
ct,connecticut,middlesex,9,7
ct,connecticut,new haven,9,9
ct,connecticut,new london,9,11
ct,connecticut,tolland,9,13
ct,connecticut,windham,9,15
de,delaware,kent,10,1
de,delaware,new castle,10,3
de,delaware,sussex,10,5
dc,district of columbia,district of columbia,11,1
dc,district of columbia,montgomery,11,31
fl,florida,alachua,12,1
fl,florida,baker,12,3
fl,florida,bay,12,5
fl,florida,bradford,12,7
fl,florida,brevard,12,9
fl,florida,broward,12,11
fl,florida,calhoun,12,13
fl,florida,charlotte,12,15
fl,florida,citrus,12,17
fl,florida,clay,12,19
fl,florida,collier,12,21
fl,florida,columbia,12,23
fl,florida,de soto,12,27
fl,florida,dixie,12,29
fl,florida,duval,12,31
fl,florida,escambia,12,33
fl,florida,flagler,12,35
fl,florida,franklin,12,37
fl,florida,gadsden,12,39
fl,florida,gilchrist,12,41
fl,florida,glades,12,43
fl,florida,gulf,12,45
fl,florida,hamilton,12,47
fl,florida,hardee,12,49
fl,florida,hendry,12,51
fl,florida,hernando,12,53
fl,florida,highlands,12,55
fl,florida,hillsborough,12,57
fl,florida,holmes,12,59
fl,florida,indian river,12,61
fl,florida,jackson,12,63
fl,florida,jefferson,12,65
fl,florida,lafayette,12,67
fl,florida,lake,12,69
fl,florida,lee,12,71
fl,florida,leon,12,73
fl,florida,levy,12,75
fl,florida,liberty,12,77
fl,florida,madison,12,79
fl,florida,manatee,12,81
fl,florida,marion,12,83
fl,florida,martin,12,85
fl,florida,miami-dade,12,86
fl,florida,monroe,12,87
fl,florida,nassau,12,89
fl,florida,okaloosa,12,91
fl,florida,okeechobee,12,93
fl,florida,orange,12,95
fl,florida,osceola,12,97
fl,florida,palm beach,12,99
fl,florida,pasco,12,101
fl,florida,pinellas,12,103
fl,florida,polk,12,105
fl,florida,putnam,12,107
fl,florida,st johns,12,109
fl,florida,st lucie,12,111
fl,florida,santa rosa,12,113
fl,florida,sarasota,12,115
fl,florida,seminole,12,117
fl,florida,sumter,12,119
fl,florida,suwannee,12,121
fl,florida,taylor,12,123
fl,florida,union,12,125
fl,florida,volusia,12,127
fl,florida,wakulla,12,129
fl,florida,walton,12,131
fl,florida,washington,12,133
ga,georgia,appling,13,1
ga,georgia,atkinson,13,3
ga,georgia,bacon,13,5
ga,georgia,baker,13,7
ga,georgia,baldwin,13,9
ga,georgia,banks,13,11
ga,georgia,barrow,13,13
ga,georgia,bartow,13,15
ga,georgia,ben hill,13,17
ga,georgia,berrien,13,19
ga,georgia,bibb,13,21
ga,georgia,bleckley,13,23
ga,georgia,brantley,13,25
ga,georgia,brooks,13,27
ga,georgia,bryan,13,29
ga,georgia,bulloch,13,31
ga,georgia,burke,13,33
ga,georgia,butts,13,35
ga,georgia,calhoun,13,37
ga,georgia,camden,13,39
ga,georgia,candler,13,43
ga,georgia,carroll,13,45
ga,georgia,catoosa,13,47
ga,georgia,charlton,13,49
ga,georgia,chatham,13,51
ga,georgia,chattahoochee,13,53
ga,georgia,chattooga,13,55
ga,georgia,cherokee,13,57
ga,georgia,clarke,13,59
ga,georgia,clay,13,61
ga,georgia,clayton,13,63
ga,georgia,clinch,13,65
ga,georgia,cobb,13,67
ga,georgia,coffee,13,69
ga,georgia,colquitt,13,71
ga,georgia,columbia,13,73
ga,georgia,cook,13,75
ga,georgia,coweta,13,77
ga,georgia,crawford,13,79
ga,georgia,crisp,13,81
ga,georgia,dade,13,83
ga,georgia,dawson,13,85
ga,georgia,decatur,13,87
ga,georgia,de kalb,13,89
ga,georgia,dodge,13,91
ga,georgia,dooly,13,93
ga,georgia,dougherty,13,95
ga,georgia,douglas,13,97
ga,georgia,early,13,99
ga,georgia,echols,13,101
ga,georgia,effingham,13,103
ga,georgia,elbert,13,105
ga,georgia,emanuel,13,107
ga,georgia,evans,13,109
ga,georgia,fannin,13,111
ga,georgia,fayette,13,113
ga,georgia,floyd,13,115
ga,georgia,forsyth,13,117
ga,georgia,franklin,13,119
ga,georgia,fulton,13,121
ga,georgia,gilmer,13,123
ga,georgia,glascock,13,125
ga,georgia,glynn,13,127
ga,georgia,gordon,13,129
ga,georgia,grady,13,131
ga,georgia,greene,13,133
ga,georgia,gwinnett,13,135
ga,georgia,habersham,13,137
ga,georgia,hall,13,139
ga,georgia,hancock,13,141
ga,georgia,haralson,13,143
ga,georgia,harris,13,145
ga,georgia,hart,13,147
ga,georgia,heard,13,149
ga,georgia,henry,13,151
ga,georgia,houston,13,153
ga,georgia,irwin,13,155
ga,georgia,jackson,13,157
ga,georgia,jasper,13,159
ga,georgia,jeff davis,13,161
ga,georgia,jefferson,13,163
ga,georgia,jenkins,13,165
ga,georgia,johnson,13,167
ga,georgia,jones,13,169
ga,georgia,lamar,13,171
ga,georgia,lanier,13,173
ga,georgia,laurens,13,175
ga,georgia,lee,13,177
ga,georgia,liberty,13,179
ga,georgia,lincoln,13,181
ga,georgia,long,13,183
ga,georgia,lowndes,13,185
ga,georgia,lumpkin,13,187
ga,georgia,mcduffie,13,189
ga,georgia,mcintosh,13,191
ga,georgia,macon,13,193
ga,georgia,madison,13,195
ga,georgia,marion,13,197
ga,georgia,meriwether,13,199
ga,georgia,miller,13,201
ga,georgia,mitchell,13,205
ga,georgia,monroe,13,207
ga,georgia,montgomery,13,209
ga,georgia,morgan,13,211
ga,georgia,murray,13,213
ga,georgia,muscogee,13,215
ga,georgia,newton,13,217
ga,georgia,oconee,13,219
ga,georgia,oglethorpe,13,221
ga,georgia,paulding,13,223
ga,georgia,peach,13,225
ga,georgia,pickens,13,227
ga,georgia,pierce,13,229
ga,georgia,pike,13,231
ga,georgia,polk,13,233
ga,georgia,pulaski,13,235
ga,georgia,putnam,13,237
ga,georgia,quitman,13,239
ga,georgia,rabun,13,241
ga,georgia,randolph,13,243
ga,georgia,richmond,13,245
ga,georgia,rockdale,13,247
ga,georgia,schley,13,249
ga,georgia,screven,13,251
ga,georgia,seminole,13,253
ga,georgia,spalding,13,255
ga,georgia,stephens,13,257
ga,georgia,stewart,13,259
ga,georgia,sumter,13,261
ga,georgia,talbot,13,263
ga,georgia,taliaferro,13,265
ga,georgia,tattnall,13,267
ga,georgia,taylor,13,269
ga,georgia,telfair,13,271
ga,georgia,terrell,13,273
ga,georgia,thomas,13,275
ga,georgia,tift,13,277
ga,georgia,toombs,13,279
ga,georgia,towns,13,281
ga,georgia,treutlen,13,283
ga,georgia,troup,13,285
ga,georgia,turner,13,287
ga,georgia,twiggs,13,289
ga,georgia,union,13,291
ga,georgia,upson,13,293
ga,georgia,walker,13,295
ga,georgia,walton,13,297
ga,georgia,ware,13,299
ga,georgia,warren,13,301
ga,georgia,washington,13,303
ga,georgia,wayne,13,305
ga,georgia,webster,13,307
ga,georgia,wheeler,13,309
ga,georgia,white,13,311
ga,georgia,whitfield,13,313
ga,georgia,wilcox,13,315
ga,georgia,wilkes,13,317
ga,georgia,wilkinson,13,319
ga,georgia,worth,13,321
hi,hawaii,hawaii,15,1
hi,hawaii,honolulu,15,3
hi,hawaii,kauai,15,7
hi,hawaii,maui,15,9
id,idaho,ada,16,1
id,idaho,adams,16,3
id,idaho,bannock,16,5
id,idaho,bear lake,16,7
id,idaho,benewah,16,9
id,idaho,bingham,16,11
id,idaho,blaine,16,13
id,idaho,boise,16,15
id,idaho,bonner,16,17
id,idaho,bonneville,16,19
id,idaho,boundary,16,21
id,idaho,butte,16,23
id,idaho,camas,16,25
id,idaho,canyon,16,27
id,idaho,caribou,16,29
id,idaho,cassia,16,31
id,idaho,clark,16,33
id,idaho,clearwater,16,35
id,idaho,custer,16,37
id,idaho,elmore,16,39
id,idaho,franklin,16,41
id,idaho,fremont,16,43
id,idaho,gem,16,45
id,idaho,gooding,16,47
id,idaho,idaho,16,49
id,idaho,jefferson,16,51
id,idaho,jerome,16,53
id,idaho,kootenai,16,55
id,idaho,latah,16,57
id,idaho,lemhi,16,59
id,idaho,lewis,16,61
id,idaho,lincoln,16,63
id,idaho,madison,16,65
id,idaho,minidoka,16,67
id,idaho,nez perce,16,69
id,idaho,oneida,16,71
id,idaho,owyhee,16,73
id,idaho,payette,16,75
id,idaho,power,16,77
id,idaho,shoshone,16,79
id,idaho,teton,16,81
id,idaho,twin falls,16,83
id,idaho,valley,16,85
id,idaho,washington,16,87
il,illinois,adams,17,1
il,illinois,alexander,17,3
il,illinois,bond,17,5
il,illinois,boone,17,7
il,illinois,brown,17,9
il,illinois,bureau,17,11
il,illinois,calhoun,17,13
il,illinois,carroll,17,15
il,illinois,cass,17,17
il,illinois,champaign,17,19
il,illinois,christian,17,21
il,illinois,clark,17,23
il,illinois,clay,17,25
il,illinois,clinton,17,27
il,illinois,coles,17,29
il,illinois,cook,17,31
il,illinois,crawford,17,33
il,illinois,cumberland,17,35
il,illinois,de kalb,17,37
il,illinois,dewitt,17,39
il,illinois,douglas,17,41
il,illinois,du page,17,43
il,illinois,edgar,17,45
il,illinois,edwards,17,47
il,illinois,effingham,17,49
il,illinois,fayette,17,51
il,illinois,ford,17,53
il,illinois,franklin,17,55
il,illinois,fulton,17,57
il,illinois,gallatin,17,59
il,illinois,greene,17,61
il,illinois,grundy,17,63
il,illinois,hamilton,17,65
il,illinois,hancock,17,67
il,illinois,hardin,17,69
il,illinois,henderson,17,71
il,illinois,henry,17,73
il,illinois,iroquois,17,75
il,illinois,jackson,17,77
il,illinois,jasper,17,79
il,illinois,jefferson,17,81
il,illinois,jersey,17,83
il,illinois,jo daviess,17,85
il,illinois,johnson,17,87
il,illinois,kane,17,89
il,illinois,kankakee,17,91
il,illinois,kendall,17,93
il,illinois,knox,17,95
il,illinois,lake,17,97
il,illinois,la salle,17,99
il,illinois,lawrence,17,101
il,illinois,lee,17,103
il,illinois,livingston,17,105
il,illinois,logan,17,107
il,illinois,mcdonough,17,109
il,illinois,mchenry,17,111
il,illinois,mclean,17,113
il,illinois,macon,17,115
il,illinois,macoupin,17,117
il,illinois,madison,17,119
il,illinois,marion,17,121
il,illinois,marshall,17,123
il,illinois,mason,17,125
il,illinois,massac,17,127
il,illinois,menard,17,129
il,illinois,mercer,17,131
il,illinois,monroe,17,133
il,illinois,montgomery,17,135
il,illinois,morgan,17,137
il,illinois,moultrie,17,139
il,illinois,ogle,17,141
il,illinois,peoria,17,143
il,illinois,perry,17,145
il,illinois,piatt,17,147
il,illinois,pike,17,149
il,illinois,pope,17,151
il,illinois,pulaski,17,153
il,illinois,putnam,17,155
il,illinois,randolph,17,157
il,illinois,richland,17,159
il,illinois,rock island,17,161
il,illinois,st clair,17,163
il,illinois,saline,17,165
il,illinois,sangamon,17,167
il,illinois,schuyler,17,169
il,illinois,scott,17,171
il,illinois,shelby,17,173
il,illinois,stark,17,175
il,illinois,stephenson,17,177
il,illinois,tazewell,17,179
il,illinois,union,17,181
il,illinois,vermilion,17,183
il,illinois,wabash,17,185
il,illinois,warren,17,187
il,illinois,washington,17,189
il,illinois,wayne,17,191
il,illinois,white,17,193
il,illinois,whiteside,17,195
il,illinois,will,17,197
il,illinois,williamson,17,199
il,illinois,winnebago,17,201
il,illinois,woodford,17,203
in,indiana,adams,18,1
in,indiana,allen,18,3
in,indiana,bartholomew,18,5
in,indiana,benton,18,7
in,indiana,blackford,18,9
in,indiana,boone,18,11
in,indiana,brown,18,13
in,indiana,carroll,18,15
in,indiana,cass,18,17
in,indiana,clark,18,19
in,indiana,clay,18,21
in,indiana,clinton,18,23
in,indiana,crawford,18,25
in,indiana,daviess,18,27
in,indiana,dearborn,18,29
in,indiana,decatur,18,31
in,indiana,de kalb,18,33
in,indiana,delaware,18,35
in,indiana,dubois,18,37
in,indiana,elkhart,18,39
in,indiana,fayette,18,41
in,indiana,floyd,18,43
in,indiana,fountain,18,45
in,indiana,franklin,18,47
in,indiana,fulton,18,49
in,indiana,gibson,18,51
in,indiana,grant,18,53
in,indiana,greene,18,55
in,indiana,hamilton,18,57
in,indiana,hancock,18,59
in,indiana,harrison,18,61
in,indiana,hendricks,18,63
in,indiana,henry,18,65
in,indiana,howard,18,67
in,indiana,huntington,18,69
in,indiana,jackson,18,71
in,indiana,jasper,18,73
in,indiana,jay,18,75
in,indiana,jefferson,18,77
in,indiana,jennings,18,79
in,indiana,johnson,18,81
in,indiana,knox,18,83
in,indiana,kosciusko,18,85
in,indiana,lagrange,18,87
in,indiana,lake,18,89
in,indiana,la porte,18,91
in,indiana,lawrence,18,93
in,indiana,madison,18,95
in,indiana,marion,18,97
in,indiana,marshall,18,99
in,indiana,martin,18,101
in,indiana,miami,18,103
in,indiana,monroe,18,105
in,indiana,montgomery,18,107
in,indiana,morgan,18,109
in,indiana,newton,18,111
in,indiana,noble,18,113
in,indiana,ohio,18,115
in,indiana,orange,18,117
in,indiana,owen,18,119
in,indiana,parke,18,121
in,indiana,perry,18,123
in,indiana,pike,18,125
in,indiana,porter,18,127
in,indiana,posey,18,129
in,indiana,pulaski,18,131
in,indiana,putnam,18,133
in,indiana,randolph,18,135
in,indiana,ripley,18,137
in,indiana,rush,18,139
in,indiana,st joseph,18,141
in,indiana,scott,18,143
in,indiana,shelby,18,145
in,indiana,spencer,18,147
in,indiana,starke,18,149
in,indiana,steuben,18,151
in,indiana,sullivan,18,153
in,indiana,switzerland,18,155
in,indiana,tippecanoe,18,157
in,indiana,tipton,18,159
in,indiana,union,18,161
in,indiana,vanderburgh,18,163
in,indiana,vermillion,18,165
in,indiana,vigo,18,167
in,indiana,wabash,18,169
in,indiana,warren,18,171
in,indiana,warrick,18,173
in,indiana,washington,18,175
in,indiana,wayne,18,177
in,indiana,wells,18,179
in,indiana,white,18,181
in,indiana,whitley,18,183
ia,iowa,adair,19,1
ia,iowa,adams,19,3
ia,iowa,allamakee,19,5
ia,iowa,appanoose,19,7
ia,iowa,audubon,19,9
ia,iowa,benton,19,11
ia,iowa,black hawk,19,13
ia,iowa,boone,19,15
ia,iowa,bremer,19,17
ia,iowa,buchanan,19,19
ia,iowa,buena vista,19,21
ia,iowa,butler,19,23
ia,iowa,calhoun,19,25
ia,iowa,carroll,19,27
ia,iowa,cass,19,29
ia,iowa,cedar,19,31
ia,iowa,cerro gordo,19,33
ia,iowa,cherokee,19,35
ia,iowa,chickasaw,19,37
ia,iowa,clarke,19,39
ia,iowa,clay,19,41
ia,iowa,clayton,19,43
ia,iowa,clinton,19,45
ia,iowa,crawford,19,47
ia,iowa,dallas,19,49
ia,iowa,davis,19,51
ia,iowa,decatur,19,53
ia,iowa,delaware,19,55
ia,iowa,des moines,19,57
ia,iowa,dickinson,19,59
ia,iowa,dubuque,19,61
ia,iowa,emmet,19,63
ia,iowa,fayette,19,65
ia,iowa,floyd,19,67
ia,iowa,franklin,19,69
ia,iowa,fremont,19,71
ia,iowa,greene,19,73
ia,iowa,grundy,19,75
ia,iowa,guthrie,19,77
ia,iowa,hamilton,19,79
ia,iowa,hancock,19,81
ia,iowa,hardin,19,83
ia,iowa,harrison,19,85
ia,iowa,henry,19,87
ia,iowa,howard,19,89
ia,iowa,humboldt,19,91
ia,iowa,ida,19,93
ia,iowa,iowa,19,95
ia,iowa,jackson,19,97
ia,iowa,jasper,19,99
ia,iowa,jefferson,19,101
ia,iowa,johnson,19,103
ia,iowa,jones,19,105
ia,iowa,keokuk,19,107
ia,iowa,kossuth,19,109
ia,iowa,lee,19,111
ia,iowa,linn,19,113
ia,iowa,louisa,19,115
ia,iowa,lucas,19,117
ia,iowa,lyon,19,119
ia,iowa,madison,19,121
ia,iowa,mahaska,19,123
ia,iowa,marion,19,125
ia,iowa,marshall,19,127
ia,iowa,mills,19,129
ia,iowa,mitchell,19,131
ia,iowa,monona,19,133
ia,iowa,monroe,19,135
ia,iowa,montgomery,19,137
ia,iowa,muscatine,19,139
ia,iowa,obrien,19,141
ia,iowa,osceola,19,143
ia,iowa,page,19,145
ia,iowa,palo alto,19,147
ia,iowa,plymouth,19,149
ia,iowa,pocahontas,19,151
ia,iowa,polk,19,153
ia,iowa,pottawattamie,19,155
ia,iowa,poweshiek,19,157
ia,iowa,ringgold,19,159
ia,iowa,sac,19,161
ia,iowa,scott,19,163
ia,iowa,shelby,19,165
ia,iowa,sioux,19,167
ia,iowa,story,19,169
ia,iowa,tama,19,171
ia,iowa,taylor,19,173
ia,iowa,union,19,175
ia,iowa,van buren,19,177
ia,iowa,wapello,19,179
ia,iowa,warren,19,181
ia,iowa,washington,19,183
ia,iowa,wayne,19,185
ia,iowa,webster,19,187
ia,iowa,winnebago,19,189
ia,iowa,winneshiek,19,191
ia,iowa,woodbury,19,193
ia,iowa,worth,19,195
ia,iowa,wright,19,197
ks,kansas,allen,20,1
ks,kansas,anderson,20,3
ks,kansas,atchison,20,5
ks,kansas,barber,20,7
ks,kansas,barton,20,9
ks,kansas,bourbon,20,11
ks,kansas,brown,20,13
ks,kansas,butler,20,15
ks,kansas,chase,20,17
ks,kansas,chautauqua,20,19
ks,kansas,cherokee,20,21
ks,kansas,cheyenne,20,23
ks,kansas,clark,20,25
ks,kansas,clay,20,27
ks,kansas,cloud,20,29
ks,kansas,coffey,20,31
ks,kansas,comanche,20,33
ks,kansas,cowley,20,35
ks,kansas,crawford,20,37
ks,kansas,decatur,20,39
ks,kansas,dickinson,20,41
ks,kansas,doniphan,20,43
ks,kansas,douglas,20,45
ks,kansas,edwards,20,47
ks,kansas,elk,20,49
ks,kansas,ellis,20,51
ks,kansas,ellsworth,20,53
ks,kansas,finney,20,55
ks,kansas,ford,20,57
ks,kansas,franklin,20,59
ks,kansas,geary,20,61
ks,kansas,gove,20,63
ks,kansas,graham,20,65
ks,kansas,grant,20,67
ks,kansas,gray,20,69
ks,kansas,greeley,20,71
ks,kansas,greenwood,20,73
ks,kansas,hamilton,20,75
ks,kansas,harper,20,77
ks,kansas,harvey,20,79
ks,kansas,haskell,20,81
ks,kansas,hodgeman,20,83
ks,kansas,jackson,20,85
ks,kansas,jefferson,20,87
ks,kansas,jewell,20,89
ks,kansas,johnson,20,91
ks,kansas,kearny,20,93
ks,kansas,kingman,20,95
ks,kansas,kiowa,20,97
ks,kansas,labette,20,99
ks,kansas,lane,20,101
ks,kansas,leavenworth,20,103
ks,kansas,lincoln,20,105
ks,kansas,linn,20,107
ks,kansas,logan,20,109
ks,kansas,lyon,20,111
ks,kansas,mcpherson,20,113
ks,kansas,marion,20,115
ks,kansas,marshall,20,117
ks,kansas,meade,20,119
ks,kansas,miami,20,121
ks,kansas,mitchell,20,123
ks,kansas,montgomery,20,125
ks,kansas,morris,20,127
ks,kansas,morton,20,129
ks,kansas,nemaha,20,131
ks,kansas,neosho,20,133
ks,kansas,ness,20,135
ks,kansas,norton,20,137
ks,kansas,osage,20,139
ks,kansas,osborne,20,141
ks,kansas,ottawa,20,143
ks,kansas,pawnee,20,145
ks,kansas,phillips,20,147
ks,kansas,pottawatomie,20,149
